id,house,state,constituency_term,name,party,age,gender,assets,liabilities,cases,serious_cases,education,pan,income,profession
1,Rajya Sabha,Telangana,2022-2028,Dr Bandi Partha Saradhi,TRS,68,M,53002151679,7379869,4,0,Doctorate,Y,1353698280,Business
2,Rajya Sabha,Andhra Pradesh,2020-2026,Alla Ayodhya Rami Reddy,YSRCP,57,M,25777579180,1547552911,10,9,Post Graduate,Y,2621104675,Business
3,Rajya Sabha,Uttar Pradesh,2018-2024,Bachchan Jaya Amitabh,SP,69,F,10016391566,1056484796,0,0,Graduate,Y,1302810,Film Artist
4,Lok Sabha,Madhya Pradesh,Chhindwara,Nakul Nath,INC,44,M,6601946757,8791712,0,0,Graduate,Y,27681446,Service/Salary
5,Rajya Sabha,West Bengal,2018-2024,Abhishek Manu Singhvi,INC,59,M,6498099894,981698967,0,0,Doctorate,Y,1309695330,"Senior Advocate, Supreme Court of India"
6,Rajya Sabha,Uttar Pradesh,2022-2028,Kapil Sibbal,IND,73,M,6086076970,921553355,0,0,Post Graduate,Y,611786700,Senior Advocate
7,Rajya Sabha,Punjab,2022-2028,Vikramjit Singh Sahney,AAP,60,M,4984598383,2448151,0,0,Graduate,Y,17187030,Business- Whole time Director of Sun International Limited engaged in Trading in Fertilizer and Chemicals
8,Rajya Sabha,Punjab,2022-2028,Sanjeev Arora,AAP,58,M,4602850917,370554050,0,0,Graduate,Y,13445740,Managing Director
9,Rajya Sabha,Maharashtra,2022-2028,Prafulbhai Manoharbhai Patel,Nationalist Congress Party (Ajit Pawar),64,M,4161262584,142336428,0,0,Graduate,Y,27004380,Business & Social Service
10,Rajya Sabha,Andhra Pradesh,2020-2026,Nathwani Parimal,YSRCP,64,M,3968396198,2097795000,0,0,Doctorate,Y,143449000,"Member of Parliament (Rajya Sabha) & Group President, Reliance Industries Ltd."
11,Rajya Sabha,Haryana,2022-2028,Kartik Sharma,IND,41,M,3906322000,2975000,3,0,Graduate,Y,9980930,Business & Employment
12,Rajya Sabha,Gujarat,2021-2027,Mokariya Rambhai Harjibhai,BJP,63,M,3893441581,51203885,0,0,Graduate Professional,Y,114300000,Business
13,Rajya Sabha,Madhya Pradesh,2020-2026,Jyotiraditya M. Scindia,BJP,49,M,3790329144,2774000,0,0,Post Graduate,Y,15748100,"Service, Directorship"
14,Rajya Sabha,Gujarat,2023-2029,Desai Babubhai Jesangbhai,BJP,65,M,3475980096,302255135,1,1,10th Pass,Y,347967890,Builder
15,Lok Sabha,Karnataka,Bangalore Rural,D.K. Suresh,INC,52,M,3388920717,519320305,5,0,12th Pass,Y,18781090,Business Man and Social Worker
16,Lok Sabha,Andhra Pradesh,Narsapuram,Kanumuru Raghu Rama Krishna Raju,YSRCP,57,M,3259405378,1014467354,3,4,Post Graduate,Y,10865020,Business
17,Lok Sabha,Andhra Pradesh,Guntur,Jayadev Galla,TDP,53,M,3051485242,203452417,0,0,Graduate,Y,401609970,business and agriculture
18,Rajya Sabha,Andhra Pradesh,2018-2024,C M Ramesh,BJP,52,M,2582037599,392457789,2,0,12th Pass,Y,10176665,Bussiness
19,Lok Sabha,Uttar Pradesh,Mathura,Hema Malini Dharmendra Deol,BJP,70,F,2508270292,131288062,0,0,Doctorate,Y,11950800,Actor
20,Lok Sabha,Uttar Pradesh,Bijnor,Malook Nagar,BSP,53,M,2499628021,1016148176,7,0,Graduate,Y,1974160,Business
21,Rajya Sabha,Andhra Pradesh,2022-2028,Masthan Rao Beeda,YSRCP,64,M,2432000156,692987871,0,0,Graduate,Y,153999640,Aqua & Real estate Business
22,Rajya Sabha,Kerala,2021-2027,Abdul Vahab,IUML,70,M,2428336097,141544469,0,0,12th Pass,Y,12037910,Business
23,Rajya Sabha,Bihar,2020-2026,Amarendra Dhari Singh,RJD,60,M,2381777162,108205113,0,0,Graduate,Y,741159118,Social Service & Business
24,Rajya Sabha,Andhra Pradesh,2018-2024,Vemireddy Prabhakar Reddy,YSRCP,61,M,2302650883,968484206,0,0,Graduate,Y,78819500,Bussiness
25,Lok Sabha,Andhra Pradesh,Nellore,Adala Prabhakara Reddy,YSRCP,70,M,2211663364,152281255,0,0,12th Pass,Y,90543972,Agriculturist & Buisness
26,Lok Sabha,Punjab,Bathinda,Harsimrat Kaur Badal,SAD,52,F,2179919870,954852600,0,0,10th Pass,Y,1886101,Union Minister Food & Processing (Govt. of India)
27,Lok Sabha,Punjab,Firozpur,Sukhbir Singh Badal,SAD,56,M,2179919870,954852600,4,5,Post Graduate,Y,24212177,Politician & Agriculturist
28,Lok Sabha,Andhra Pradesh,Visakhapatnam,M V V Satyanarayana,YSRCP,52,M,2023905124,160030959,1,0,10th Pass,Y,5448540,managing partner of m/s MVV Builders
29,Rajya Sabha,Maharashtra,2020-2026,Bhonsle Shrimant Chh. Udayanraje Pratapsinghmaha raj,BJP,53,M,2014220929,18155222,8,6,12th Pass,Y,7755772,nan
30,Rajya Sabha,Tamil Nadu,2022-2028,Thiru. P. Chidambaram,INC,76,M,1974816656,65081166,4,1,Post Graduate,Y,87554580,"Senior Advocate, Supreme Court, New Delhi"
31,Lok Sabha,Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,BJP,68,F,1846640100,1350000000,0,0,12th Pass,Y,1664412,"MP, Income of interest"
32,Rajya Sabha,NCT of Delhi,2018-2024,Sushil Kumar Gupta,AAP,56,M,1703143238,85018125,2,1,Graduate Professional,Y,665131,Agriculturist
33,Lok Sabha,Telangana,Chevella,Dr. Gaddam Ranjith Reddy,TRS,54,M,1634695131,197007553,0,0,Post Graduate,Y,168234433,Business
34,Lok Sabha,NCT of Delhi,East Delhi,Gautam Gambhir,BJP,37,M,1471587789,342035860,1,2,12th Pass,Y,124039228,Professional Sportman & Commentator & Business
35,Lok Sabha,Maharashtra,Baramati,Supriya Sadanand Sule,NCP,49,F,1408888704,5500000,0,0,Graduate,Y,12919734,Agriculture & Business
36,Lok Sabha,Karnataka,"Belgaum: Bye Election On 17-,Apr-21",Angadi Mangal Suresh,BJP,58,F,1372971953,995443806,0,0,Graduate,Y,43060,"Agriculturist, Business & Social Service"
37,Lok Sabha,West Bengal,"Asansol: Bye Election On 12-,Apr-22",Shatrughan Prasad Sinha,AITC,75,M,1327455927,291301186,2,2,Graduate,Y,5852890,Film Actor & Former Member of Parliament
38,Rajya Sabha,Rajasthan,2022-2028,Mukul Balkrishna Wasnik,INC,62,M,1316051802,26434455,0,0,Post Graduate,Y,1361990,Political Worker
39,Lok Sabha,Telangana,Zahirabad,B.B. Patil,TRS,63,M,1287851556,11535000,18,0,Graduate,Y,5300810,Agriculturist & Member of Parliament
40,Lok Sabha,Maharashtra,Madha,Ranjeetsinha Hindurao Naik Nimbalkar,BJP,42,M,1275160578,896315287,2,1,12th Pass,Y,36499269,Business & Agriculture
41,Lok Sabha,Telangana,Medak,Kotha Prabhakar Reddy,TRS,53,M,1266581773,268266203,0,0,Graduate,Y,7366199,MEMBER OF PARLIAMENT
42,Lok Sabha,Uttar Pradesh,Jhansi,Anurag Sharma,BJP,54,M,1243060113,14212970,0,0,Post Graduate,Y,44339588,Salary & Business
43,Rajya Sabha,Telangana,2022-2028,Sri Divakonda Damodar Rao,TRS,64,M,1241174793,490176214,1,0,Graduate Professional,Y,38788540,Business
44,Lok Sabha,Rajasthan,Tonk Sawai Madhopur,Sukhbir Singh Jaunapuria,BJP,61,M,1233802420,0,0,0,12th Pass,Y,1016800,Business of Real Estate Development
45,Rajya Sabha,Bihar,2020-2026,Prem Chand Gupta,RJD,70,M,1182187640,5300000,2,1,Graduate,Y,3197672,Social Service
46,Lok Sabha,Odisha,Puri,Pinaki Misra,BJD,59,M,1174701344,21932742,0,0,Graduate Professional,Y,241826630,Sr Advocate
47,Lok Sabha,Karnataka,Chikkballapur,B.N.Bache Gowda,BJP,76,M,1153501141,0,0,0,Graduate Professional,Y,13754372,Pubilc Representative and Pubilc Service
48,Lok Sabha,Tamil Nadu,Arakkonam,S. Jagathrakshakan,DMK,71,M,1146984897,166365972,2,7,10th Pass,Y,1859492,Social Worker and Business
49,Rajya Sabha,Telangana,2020-2026,K R Suresh Reddy,TRS,61,M,1083361181,20000000,0,0,Graduate,Y,4895460,Business & Agriculture
50,Lok Sabha,Telangana,Khammam,Nama Nageswr Rao,TRS,62,M,1074671341,80721594,5,11,12th Pass,Y,5067143,Agriculutre
51,Rajya Sabha,Madhya Pradesh,2022-2028,Vivekkrishna Tankha,INC,65,M,1059551194,70239585,0,0,Graduate Professional,Y,69277680,Advocate
52,Lok Sabha,Maharashtra,Maval,Shrirang Chandu Barne,SHS,55,M,1023310134,416612,3,0,8th Pass,Y,3316783,"Agriculture, Construction Business"
53,Rajya Sabha,Maharashtra,2022-2028,Piyush Vedprakash Goyal,BJP,57,M,1003357767,142856249,0,0,Graduate Professional,Y,6237566,Cabinet Minister in Government of India
54,Lok Sabha,Andhra Pradesh,Machilipatnam,Balashowry Vallabhaneni,YSRCP,50,M,990575840,746310844,2,0,Post Graduate,Y,3864230,Business
55,Lok Sabha,Tamil Nadu,Perambalur,Paarivendhar T R,DMK,77,M,972730368,65935070,2,0,Post Graduate,Y,8131997,"Educationist, Founder-Chancellor of SRM University"
56,Rajya Sabha,Punjab,2022-2028,Ashok,AAP,57,M,913459504,0,0,0,Graduate Professional,Y,5551770,Business
57,Rajya Sabha,Maharashtra,2018-2024,Narayan Tatu Rane,BJP,65,M,877784105,305581732,1,2,10th Pass,Y,4758430,Business
58,Lok Sabha,Telangana,Nizamabad,Dharmapuri Arvind,BJP,43,M,876930468,337580746,1,0,Post Graduate,Y,14021322,Business
59,Lok Sabha,Punjab,Gurdaspur,Ajay Singh Dharmendra Deol (Sunny Deol),BJP,59,M,871925679,534644785,0,0,Others,Y,6382180,"Actor, Director & Producer in the Film Industry"
60,Rajya Sabha,Maharashtra,2022-2028,Dhananjay Bhimrao Mahadik,BJP,50,M,840808000,150628000,9,3,Graduate,Y,34130310,Business
61,Rajya Sabha,Punjab,2022-2028,Harbhajan Singh,AAP,41,M,818010986,346790,0,0,12th Pass,Y,57816730,Ex-Cricketer & Commentator
62,Lok Sabha,Andhra Pradesh,Vijayawada,Srinivas Kesineni,TDP,53,M,808152415,512332955,0,0,10th Pass,Y,600000,"Business, Social Service & Member of Parliament"
63,Rajya Sabha,Andhra Pradesh,2022-2028,Niranjan Reddy Sirgapoor,YSRCP,52,M,799436959,109933532,0,0,Graduate Professional,Y,94809600,Advocate
64,Lok Sabha,Tamil Nadu,Sivaganga,Karti P Chidambaram,INC,47,M,793729024,174081116,8,5,Graduate Professional,Y,17585390,Business
65,Lok Sabha,Assam,Dhubri,Badruddin Ajmal,AIUDF,63,M,788064044,10159381,7,6,Post Graduate,Y,42900270,Business
66,Rajya Sabha,Chhattisgarh,2022-2028,Shri Rajeev Shukla,INC,64,M,778259792,120000000,0,0,Post Graduate,Y,1315860,Vice President BCCI
67,Lok Sabha,Jharkhand,Hazaribagh,Jayant Sinha,BJP,55,M,770749002,193271437,0,0,Post Graduate,Y,3591290,Member of Parliament Govt. of India
68,Rajya Sabha,Gujarat,2020-2026,Naraharibhai Amin,BJP,64,M,755897209,86945009,0,0,Graduate Professional,Y,310710850,Business
69,Lok Sabha,Karnataka,Bangalore Central,P. C. Mohan,BJP,55,M,755529306,312521957,0,0,12th Pass,Y,5923790,Business & Social Worker
70,Lok Sabha,Karnataka,Haveri,Udasi. S.C.,BJP,52,M,718499195,165566495,0,0,12th Pass,Y,2935970,Agriculture and Businees
71,Lok Sabha,Dadra & Nagar Haveli,Dadra And Nagar Haveli : Bye Election On 30-10-2021,Delkar Kalaben Mohanbhai,Shiv Sena (Uddhav Balasaheb Thackeray),50,F,707774495,22768079,0,0,Graduate,Y,9218050,Business & Social worker
72,Lok Sabha,Karnataka,Shimoga,B.Y.Raghavendra,BJP,46,M,674093851,14150647,2,0,Graduate Professional,Y,11282896,"Agriculturist, Entrepreneur & Businessman"
73,Lok Sabha,Andhra Pradesh,Rajampet,P.V.Midhun Reddy,YSRCP,42,M,665085701,205473477,3,2,Post Graduate,Y,4172020,Member of Parliament & Agriculturalist
74,Rajya Sabha,Karnataka,2018-2024,Rajeev Chandrasekhar,BJP,53,M,646035965,12240661,4,0,Doctorate,Y,280096150,Entrepreneur/ Social Service
75,Lok Sabha,Punjab,Patiala,Preneet Kaur,INC,74,F,635973757,42453369,0,0,Graduate,Y,4704830,Business / Politician
76,Lok Sabha,Assam,Gauhati,Queen Oja,BJP,67,F,630219570,34034178,0,0,Graduate,Y,4955640,Business
77,Lok Sabha,Maharashtra,Bhandara Gondiya,Sunil Baburao Mendhe,BJP,50,M,627543615,19861338,2,0,Others,Y,1556100,"Agriculture, Self Employed, (Partner of Aswale Infra), Secretary, Satyam Education Society Bhandara. Tah, Dist.Bhandara."
78,Rajya Sabha,Chhattisgarh,2020-2026,Kavi Tejpal Singh Tulsi,INC,72,M,611800735,6887399,0,0,Graduate Professional,Y,33162000,"Senior Advocate, Supreme Court of India"
79,Lok Sabha,Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,BJP,39,M,603200539,28952800,0,0,Post Graduate,Y,4932580,"Salary & Allowances From Parliament, Property Rent"
80,Lok Sabha,Jammu & Kashmir,Baramulla,Mohammad Akbar Lone,Jammu & Kashmir National Conference,71,M,597434000,104935,0,0,Graduate Professional,Y,696000,"Political Activist, Advocate, Former MLA"
81,Lok Sabha,Tamil Nadu,Vellore,D.M. Kathir Anand,DMK,43,M,587579451,3307588,2,2,Post Graduate,Y,26328640,Self Employed
82,Lok Sabha,Andhra Pradesh,Nandyal,Pocha Brahmananda Reddy,YSRCP,60,M,585932911,177035582,1,2,Post Graduate,Y,19255840,Agriculture Serivces and Seed production and processing business
83,Lok Sabha,Uttar Pradesh,Sultanpur,Maneka Sanjay Gandhi,BJP,62,F,556926451,11935800,0,0,12th Pass,Y,23286840,Ministers Salary allowances and Property Rent
84,Lok Sabha,Meghalaya,Shillong,Vincent H. Pala,INC,51,M,549515421,0,0,0,Graduate Professional,Y,589080,Member of parliament
85,Rajya Sabha,Karnataka,2022-2028,Lahar Singh Siroya,BJP,73,M,546488300,9300000,0,0,10th Pass,Y,21142540,Business
86,Lok Sabha,Tamil Nadu,Kanniyakumari : Bye Election On 06-04-2021,Vijayakumar Alias Viyay Vasanth,INC,37,M,532275977,176841,1,0,Post Graduate,Y,2336220,"(1)-Partner in Vasant & Co, Chennai, (2)- Proprietor of ADD2KART Retail"
87,Rajya Sabha,Uttar Pradesh,2022-2028,Jayant Chaudhary,RLD,43,M,524093536,24807040,0,0,Post Graduate,Y,5390600,"Pension, Agriculture, Financial Investment, Consultancy"
88,Lok Sabha,Karnataka,Tumkur,G S Basavaraj,BJP,78,M,510779150,113844867,0,0,Graduate Professional,Y,493716,Lawyer
89,Lok Sabha,Karnataka,Bijapur,Jigajinagi Ramesh Chandappa,BJP,66,M,504122985,1600000,0,0,Graduate,Y,4432850,Agriculture
90,Rajya Sabha,Uttar Pradesh,2022-2028,Surender Singh Nagar,BJP,56,M,501651263,135887812,2,0,Graduate,Y,4096590,Social Service & Agriculture
91,Lok Sabha,Tamil Nadu,Namakkal,Chinraj A.K.P,DMK,54,M,485205173,18642484,0,0,Graduate,Y,1491310,BUSINESS AND AGRICULTURE
92,Lok Sabha,Uttar Pradesh,Gautam Buddha Nagar,Dr. Mahesh Sharma,BJP,59,M,478759568,43863749,0,0,Graduate Professional,Y,4856419,Minister of India Govt.
93,Rajya Sabha,Bihar,2018-2024,Ahmad Ashfaque Karim,RJD,56,M,476377000,61527000,2,2,Doctorate,Y,10312893,Social Service
94,Lok Sabha,Chandigarh,Chandigarh,Kirron Kher,BJP,66,F,474983574,6279188,0,0,Post Graduate,Y,8475480,Film Artist/ Member of Parliament
95,Lok Sabha,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,DMK,44,M,471186830,81131909,1,3,Post Graduate,Y,31657900,Doctor
96,Lok Sabha,Andhra Pradesh,Eluru,Sridhar Kotagiri,YSRCP,46,M,462808829,33560974,0,0,Graduate,Y,1061340,Business
97,Lok Sabha,Jharkhand,Godda,Nishikant Dubey,BJP,47,M,462757500,0,4,4,Doctorate,Y,1809470,Member of Parliment Godda Jharkhand
98,Lok Sabha,Andhra Pradesh,Rajahmundry,Margani Bharat Ram,YSRCP,36,M,458205360,17814757,2,1,Graduate,Y,1905494,Construction and Jewellery Business
99,Lok Sabha,Gujarat,Navsari,Patil Chandrakant,BJP,64,M,446044269,56846658,1,2,10th Pass,Y,6982630,"Business, Agriculture, M.P."
100,Lok Sabha,Gujarat,Mahesana,Shardaben Anilbhai Patel,BJP,71,F,440308300,7477793,0,0,12th Pass,Y,943100,Social Worker
101,Rajya Sabha,Haryana,2020-2026,Deepender Singh,INC,42,M,440257883,1846800,0,0,Post Graduate,Y,7476600,Ex-Member of Parliament
102,Lok Sabha,Gujarat,Jamnagar,Poonamben Hematbhai Maadam,BJP,44,F,427331034,98632194,0,0,Graduate,Y,10106520,Business & Agriculturist
103,Rajya Sabha,Telangana,2022-2024,Ravi Chandra Vaddiraju,TRS,57,M,426055714,141454672,3,5,12th Pass,Y,17964319,Business & Agriculture
104,Lok Sabha,Tamil Nadu,Cuddalore,T. R. V .S. Ramesh,DMK,48,M,423378552,102828604,0,0,Graduate Professional,Y,8692690,Business
105,Lok Sabha,Haryana,Gurgaon,Rao Inderjit Singh,BJP,69,M,420970754,31500000,0,0,Graduate Professional,Y,15808540,Agriculture and Social Welfare
106,Lok Sabha,Maharashtra,Bhiwandi,Kapil Moreshwar Patil,BJP,58,M,418850781,5645459,0,0,Graduate,Y,3109620,Business
107,Rajya Sabha,Tamil Nadu,2020-2026,M. Thambidurai,AIADMK,73,M,413575336,72682292,0,0,Doctorate,Y,862140,Agriculture and Politics
108,Lok Sabha,Tamil Nadu,Chennai North,Dr. Kalanidhi Veeraswamy,DMK,49,M,405294714,258386550,0,0,Post Graduate,Y,2181280,Doctor
109,Lok Sabha,Gujarat,Gandhinagar,Amit Shah,BJP,54,M,403275307,4769587,4,4,12th Pass,Y,5390970,Social Worker & Agriculture
110,Rajya Sabha,Madhya Pradesh,2020-2026,Digvijay Singh,INC,72,M,402342847,23246314,8,3,Graduate Professional,Y,3949240,"Pension Received From MLA, Parliament, Rent, Interest & Agricultural Income, Rent from Hindu Joint Family, Interest, Agricultural Income"
111,Lok Sabha,Uttar Pradesh,"Mainpuri : Bye Election On 05-,Dec-22",Dimple Yadav,SP,44,F,399150143,3153000,0,0,Graduate,Y,7866472,House Wife & Public Interest
112,Lok Sabha,Rajasthan,Pali,P. P. Chaudhary,BJP,65,M,385111923,7278041,0,0,Graduate Professional,Y,398860,MP
113,Lok Sabha,Uttar Pradesh,Etah,Rajveer Singh,BJP,58,M,383629735,100220000,0,0,Graduate Professional,Y,4788860,Business & Agriculture
114,Lok Sabha,Karnataka,Davanagere,G M Siddeshwar,BJP,67,M,380164932,14670809,0,0,10th Pass,Y,7357079,"Agriculturist and Social Worker, presently service as Lok Sabha Member"
115,Lok Sabha,Odisha,Bolangir,Smt. Sangeeta Kumari Singh Deo,BJP,57,F,379590851,7500000,0,0,Graduate,Y,893044,"Politics, Social Service & business"
116,Lok Sabha,Uttar Pradesh,Maharajganj,Pankaj Choudhary,BJP,54,M,371827109,4483048,5,6,12th Pass,Y,605180,Director Harbansram Bhagwandass Ayurdevic Sansthan Pvt. Ltd. Urdu Bazar Gorakhpur
117,Lok Sabha,Rajasthan,Jhalawar Baran,Dushyant,BJP,48,M,370432373,85824156,0,0,Post Graduate,Y,7111120,"Salary & Allowances (MP Salary & Agriculture Income, Rent, Dividend)"
118,Lok Sabha,Haryana,Faridabad,Krishan Pal,BJP,62,M,369652786,105593242,0,0,Graduate Professional,Y,2495725,Self Employment
119,Lok Sabha,West Bengal,Jangipur,Khalilur Rahaman,AITC,58,M,368306705,2248968,0,0,Graduate,Y,10565846,Service
120,Lok Sabha,Tamil Nadu,Ramanathapura m,K. Navaskani,IUML,39,M,364738171,47008615,1,0,12th Pass,Y,5054480,Rental Income & Cargo Business
121,Lok Sabha,NCT of Delhi,New Delhi,Meenakashi Lekhi,BJP,51,F,361441689,7938378,0,0,Graduate Professional,Y,2186223,Advocate
122,Lok Sabha,Gujarat,Porbandar,Rameshbhai Dhaduk,BJP,57,M,357564783,217944697,0,0,10th Pass,Y,11349750,Business (Real Estate and Trading) Farming
123,Rajya Sabha,Bihar,2018-2024,Akhilesh Prasad Singh,INC,56,M,352006083,0,1,1,Doctorate,Y,4609537,Social Service
124,Lok Sabha,Kerala,Thiruvananthap uram,Shashi Tharoor,INC,63,M,350022585,0,2,5,Doctorate,Y,36621978,Social Worker
125,Rajya Sabha,Jharkhand,2018-2024,Dhiraj Prasad Sahu,INC,62,M,348398867,23651926,0,0,Graduate,Y,10047454,Business
126,Lok Sabha,Karnataka,Chikkodi,Annasaheb Shankar Jolle,BJP,55,M,344922831,195595693,0,0,12th Pass,Y,6293410,"Business, Agriculture and Social Work"
127,Lok Sabha,Bihar,Vaishali,Veena Devi,LJP,48,F,337284632,112089220,2,2,10th Pass,Y,22152160,Agriculture & Partner in Partnership Firm
128,Lok Sabha,Bihar,Sheohar,Rama Devi,BJP,69,F,328364940,0,1,1,Graduate Professional,Y,2482600,Agriculture
129,Rajya Sabha,Maharashtra,2020-2026,Pawar Sharadchandra Govindrao,NCP,79,M,327367269,10000000,1,1,10th Pass,Y,13084940,Agriculture
130,Lok Sabha,Andhra Pradesh,Kurnool,Dr Sanjeev Kumar,YSRCP,52,M,325914387,62070621,0,0,Post Graduate,Y,11283936,Doctor
131,Rajya Sabha,Tamil Nadu,2019-2025,Dr. Anbumani Ramadoss,Pattali Makkal Katchi,50,M,323983136,72567670,13,7,Graduate Professional,Y,680000,MBBS
132,Lok Sabha,West Bengal,Ghatal,Deepak Adhikari,AITC,36,M,317320579,7879681,0,0,Others,Y,22404560,Professional Artist Flim Producer & Distributor and Restaurant Owner
133,Rajya Sabha,Gujarat,2023-2029,Kesharidevsinh Digvijaysinh Zala,BJP,40,M,315434094,9668161,0,0,12th Pass,Y,14353240,"Builder and Developer, CNG Pump, Hotel"
134,Lok Sabha,Uttar Pradesh,Ambedkar Nagar,Ritesh Pandey,BSP,35,M,307265103,24739098,1,1,Graduate,Y,12347370,Business And Agriculture and Salary
135,Lok Sabha,Tamil Nadu,Thoothukkudi,Kanimozhi Karunanidhi,DMK,51,F,303373130,19290928,6,6,Graduate Professional,Y,14029910,Social Worker
136,Lok Sabha,Bihar,Muzaffarpur,Ajay Nishad,BJP,50,M,298867486,15714320,1,1,Graduate,Y,4858760,"Business, Lok Sabha Member, Social Eork"
137,Rajya Sabha,Uttar Pradesh,2018-2024,Anil Agrawal,BJP,55,M,288933965,32514292,0,0,Post Graduate,Y,4361621,Business
138,Lok Sabha,Maharashtra,Latur,Sudhakar Tukaram Shrangare,BJP,57,M,286478302,100250602,0,0,10th Pass,Y,25147718,Contractor
139,Rajya Sabha,Uttar Pradesh,2018-2024,Gvl Narasimha Rao,BJP,53,M,285520621,0,0,0,Others,Y,1316143,Self Employed
140,Lok Sabha,Himachal Pradesh,"Mandi : Bye Election On 30-,Oct-21",Pratibha Singh,INC,65,F,282503355,1029992,2,0,Graduate,Y,2407684,Public Life
141,Rajya Sabha,West Bengal,2023-2029,Derek Obrien,AITC,62,M,276017216,62655561,0,0,Graduate,Y,7382588,"I am a Professional quiz master, author, researcher, television host and CEO of a Pvt. Ltd.,Company"
142,Lok Sabha,Maharashtra,Nandurbar,Heena Vijaykumar Gavit,BJP,31,F,271634532,15291251,0,0,Post Graduate,Y,794507,"Agriculture, Social Work"
143,Lok Sabha,West Bengal,Maldaha Dakshin,Abu Hasem Khan Chowdhury,INC,72,M,270959520,728107,0,0,Doctorate,Y,600000,Business and Social Work
144,Lok Sabha,Odisha,Sambalpur,Nitesh Ganga Deb,BJP,47,M,269543587,10337195,1,2,12th Pass,Y,5156041,"Agriculturist, Politician, Social Service Worker & MLA Deogarh"
145,Lok Sabha,Andhra Pradesh,Ongole,Magunta Sreenivasulu Reddy,YSRCP,65,M,266583686,91302133,0,0,Graduate,Y,2401816,BUSINESS
146,Rajya Sabha,Uttar Pradesh,2020-2026,Hardeep Singh Puri,BJP,68,M,261284244,72138712,0,0,Post Graduate,Y,5841635,Retried
147,Lok Sabha,Uttar Pradesh,Machhlishahr,Bholanath (B.P. Saroj),BJP,58,M,259027394,11194163,0,0,Graduate,Y,512660,Business And Agriculture
148,Rajya Sabha,Rajasthan,2022-2028,Randeep Singh Surjewala,INC,54,M,254777328,0,2,0,Post Graduate,Y,10953640,Advocate
149,Lok Sabha,Uttar Pradesh,Pratapgarh,Sangam Lal Gupta,BJP,48,M,248789514,8895225,2,2,8th Pass,Y,2779676,Business & MLA Pretapgarh UP
150,Rajya Sabha,Andhra Pradesh,2022-2028,Venumbaka Vijaya Sai Reddy,YSRCP,65,M,245756817,2465694,19,11,Others,Y,1124950,Professional- Chartered Accountant and Politics
151,Lok Sabha,Telangana,Malkajgiri,Anumula Revanth Reddy,INC,51,M,245357182,27807304,42,19,Graduate,Y,868920,Agriculture and politics
152,Lok Sabha,NCT of Delhi,North East Delhi,Manoj Tiwari,BJP,48,M,242817031,13618755,3,1,Post Graduate,Y,4803290,Singer-Actor and Member of Parliament
153,Lok Sabha,Maharashtra,"Satara : Bye Election On 21-,Oct-19",Shriniwas Dadasaheb Patil,NCP,78,M,241285292,4629892,0,0,Post Graduate,Y,10804124,Agriculture
154,Lok Sabha,Haryana,Sonipat,Ramesh Chander Kaushik,BJP,62,M,235859266,0,0,0,Graduate Professional,Y,1780300,Advocate
155,Lok Sabha,Bihar,Patna Sahib,Ravi Shankar Prasad,BJP,64,M,235275591,0,0,0,Post Graduate,Y,9690510,"Senior Advocate, Supreme court of india (Not Practicing) Presently Union Minister for Law & Justice and Electronics & Information Technology"
156,Lok Sabha,Tamil Nadu,Arani,Vishnuprasad. M.K,INC,46,M,234564815,33409505,1,2,Graduate Professional,Y,21937510,Business
157,Lok Sabha,Karnataka,Mandya,Sumalatha Ambareesh,IND,55,F,234154139,14232295,0,0,10th Pass,Y,13315757,Film Artist and Brand Consulting
158,Lok Sabha,Uttar Pradesh,Hardoi,Jai Prakash,BJP,61,M,234032624,2615368,0,0,Graduate,Y,3425610,Pension Agriculture Gas Agency
159,Lok Sabha,Tamil Nadu,Tirunelveli,Gnanathiraviam S,DMK,54,M,232759237,46149049,4,0,10th Pass,Y,9405899,"Individual Business, Partner in RAG Security Team, And Director In Annai Wind Frams India P Ltd., Annai Greeen Energy P LTD., Annai Resorts And Spa P Ltd .,"
160,Lok Sabha,Uttar Pradesh,Gonda,Kirti Vardhan Singh Alias Raja Bhaiya,BJP,53,M,232735285,23201603,0,0,Post Graduate,Y,6654258,Agriculture and politics
161,Lok Sabha,Rajasthan,Bhilwara,Subhash Chandra Baheria,BJP,62,M,232703276,1827380,0,0,Graduate,Y,5501600,Clothes Business & Job
162,Lok Sabha,Maharashtra,Jalna,Danve Raosaheb Dadarao,BJP,65,M,229557992,2400000,2,1,Graduate,Y,4563741,Agriculture And Social Work
163,Rajya Sabha,Karnataka,2022-2028,Jaggesh,BJP,59,M,228168985,29524140,0,0,12th Pass,Y,4518130,Cine Actor and Social Service
164,Lok Sabha,Jharkhand,Chatra,Sunil Kumar Singh,BJP,55,M,226209137,1889051,0,0,Post Graduate,Y,2189270,MBA Marketing
165,Rajya Sabha,Uttar Pradesh,2018-2024,Anil Kumar Jain,BJP,58,M,216319012,26774154,0,0,Post Graduate,Y,2999220,Medical Professional
166,Rajya Sabha,Maharashtra,2021-2026,Rajani Ashokrao Patil,INC,62,F,216211102,560701184,4,2,Graduate,Y,1283386,Agriculturist
