mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Dr Bhola Singh,Elected,18-May-14,19-10-2018,Begusarai,Bihar,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D.; Educated at Patna University and Lalit Narayan Mithila University, Darbhanga, Bihar",84,47.0,0.0,262.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Dushyant Chautala,Elected,18-May-14,In office,Hisar,Haryana,Indian National Lok Dal,Male,Graduate,Graduate,31,239.0,21.0,677.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Dushyant Singh,Elected,18-May-14,In office,Jhalawar-Baran,Rajasthan,Bharatiya Janata Party,Male,Professional Post Graduate,"B.A. , M.B.A. (Hotel Administration) and P.G. Diploma in Hotel Operations; Educated at Doon School, Dehradun,; St. Stephen`s College, Delhi, Johnson and Wales University, Providence, RI, USA and IHTTI School of Mangaement, Neuchatel, Switzerland, ",45,36.0,0.0,254.0,0.75, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
E. Ahamed,Elected,18-May-14,31-01-2017,Malappuram,Kerala,Indian Union Muslim League,Male,Professional Graduate,"B.A., B.L.; Educated at Government Brennen College, Tellicherry and Government Law College, Thiruvananthapuram (Kerala) ",80,14.0,0.0,53.0,0.64, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
E. T. Mohammed Basheer,Elected,18-May-14,In office,Ponnani,Kerala,Indian Union Muslim League,Male,Inter/ Higher Secondary,,72,92.0,4.0,319.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Faggan Singh Kulaste,Elected,18-May-14,In office,Mandla,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",59,17.0,3.0,110.0,0.83,"This MP was a minister from Jul 2016 to Sep 2017. Ministers represent the government, so we do not report their participation.  Participation and attendance details are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Farooq Abdullah,Elected,15-Apr-17,In office,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",81,3.0,0.0,13.0,0.68, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Fatepara Devajibhai Govindbhai,Elected,18-May-14,In office,Surendranagar,Gujarat,Bharatiya Janata Party,Male,Under Matric,Information not available,60,5.0,0.0,221.0,0.85, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Feroze Varun Gandhi,Elected,18-May-14,In office,Sultanpur,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",39,16.0,9.0,427.0,0.75, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
G. Hari,Elected,18-May-14,In office,Arakkonam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., B.L.",58,60.0,0.0,533.0,0.89, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gajanan Chandrakant Kirtikar,Elected,18-May-14,In office,Mumbai-North-West,Maharashtra,Shiv Sena,Male,Graduate,B.A. (Ecomomics),75,77.0,8.0,1017.0,0.79, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gajendrasingh Shekhawat,Elected,18-May-14,In office,Jodhpur,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,P.G.,51,320.0,2.0,312.0,0.91,"This MP was appointed a minister in Sep 2017. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Ganesh Singh,Elected,18-May-14,In office,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.; Educated at Awadesh Pratap Singh University,; Rewa and Law College, Satna, Madhya Pradesh",56,149.0,0.0,393.0,0.87, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
George Baker,Nominated,10-Aug-15,In office,Nom,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Senior Cambridge,72,33.0,0.0,257.0,0.98, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Giriraj Singh,Elected,18-May-14,In office,Nawada,Bihar,Bharatiya Janata Party,Male,Graduate,Graduate,66,0.0,0.0,5.0,0.85,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Godam Nagesh,Elected,18-May-14,In office,Adilabad,Telangana,Telangana Rashtra Samithi,Male,Post Graduate,"M.A., M.Ed.(O.U)",54,4.0,0.0,12.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Godse Hemant Tukaram,Elected,18-May-14,In office,Nashik,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma in Civil Engineering,48,32.0,0.0,442.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gokaraju Ganga Raju,Elected,18-May-14,In office,Narsapuram,Andhra Pradesh,Bharatiya Janata Party,Male,Graduate,B.Pharma,74,2.0,0.0,228.0,0.8, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gopal Chinayya Shetty,Elected,18-May-14,In office,Mumbai-North,Maharashtra,Bharatiya Janata Party,Male,Under Matric,Non-Matric,65,119.0,32.0,465.0,1.0, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gourav Gogoi,Elected,18-May-14,In office,Kaliabor,Assam,Indian National Congress,Male,Post Graduate,Post Graduate,36,83.0,6.0,307.0,0.77, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gowdar Mallikarjunappa Siddeswara,Elected,18-May-14,In office,Davanagere,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at Bheemeshwara Rural Educational Society, Bheemasamudra (Karnataka) ",66,4.0,0.0,260.0,0.65,"This MP was a minister till 12 Jul 2016. Ministers represent the government in debates, so we do not report their participation.  Participation and attendance details for this MP are thus available only from 13 Jul 2016 onwards.  (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Gurjeet Singh Aujla,Elected,20-Mar-17,In office,Amritsar,Punjab,Indian National Congress,Male,Inter/ Higher Secondary,"Educated at P.N.B. Sr. Secondary School, Amritsar, Punjab",46,13.0,0.0,35.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Gyan Singh,Elected,25-Nov-16,In office,Shahdol,Madhya Pradesh,Bharatiya Janata Party,Male,Under Matric,7th Pass Government Secondary School in 1966,66,1.0,0.0,2.0,0.57, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
H.D. Devegowda,Elected,18-May-14,In office,Hassan,Karnataka,Janata Dal (Secular),Male,Diploma Course,"D.C.E.; Educated at Government High School, Holenarsipura and Smt.L.V. Polytechnic, Hassan, Karnataka",85,20.0,0.0,0.0,0.55, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hansraj Gangaram Ahir,Elected,18-May-14,In office,Chandrapur,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.C.; Educated at L.T.Y. School, Chandrapur, Maharashtra",64,10.0,4.0,115.0,0.91,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Hari Manjhi,Elected,18-May-14,In office,Gaya,Bihar,Bharatiya Janata Party,Male,Under Matric,Under Matriculate,56,19.0,0.0,257.0,0.98, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hari Om Pandey,Elected,18-May-14,In office,Ambedkar Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.P.Ed. N.I.S.",62,2.0,0.0,227.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Haribansh Singh,Elected,18-May-14,In office,Pratapgarh,Uttar Pradesh,Apna Dal,Male,Graduate,B.Sc. (AG),68,34.0,0.0,1049.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Haribhai Parthibhai Chaudhary,Elected,18-May-14,In office,Banaskantha,Gujarat,Bharatiya Janata Party,Male,Graduate,"Educated at Mumbai University, Mumbai (Maharashtra)",64,7.0,0.0,12.0,0.97,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Harinarayan Rajbhar,Elected,18-May-14,In office,Ghosi,Uttar Pradesh,Bharatiya Janata Party,Male,Under Matric,Information not available,78,32.0,1.0,160.0,0.96, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Harinder Singh Khalsa,Elected,18-May-14,In office,Fatehgarh Sahib,Punjab,Aam Aadmi Party,Male,Post Graduate,M.A. (Eng.),71,2.0,0.0,44.0,0.76, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hariom Singh Rathore,Elected,18-May-14,In office,Rajsamand,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.Com.,61,61.0,0.0,243.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Harish Chandra Alias Harish Dwivedi,Elected,18-May-14,In office,Basti,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,45,34.0,0.0,328.0,0.86, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Harish Chandra Meena,Elected,18-May-14,24-12-2018,Dausa,Rajasthan,Bharatiya Janata Party,Male,Graduate,Graduate,64,92.0,1.0,304.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Harishchandra Deoram Chavan,Elected,18-May-14,In office,Dindori,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.A. (With English Special); Educated at K.G. Joshi College, Thane (Maharashtra) ",67,38.0,0.0,645.0,0.86, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Harsh Vardhan,Elected,18-May-14,In office,Chandni Chowk,Delhi,Bharatiya Janata Party,Male,Professional Graduate,M.B.B.S.,64,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Harsimrat Kaur Badal,Elected,18-May-14,In office,Bathinda,Punjab,Shiromani Akali Dal,Female,Graduate,Degree in Dress designing,52,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Heena Vaijaykumar Gavit,Elected,18-May-14,In office,Nandurbar,Maharashtra,Bharatiya Janata Party,Female,Professional Post Graduate,"M.B.B.S., M.D.",31,59.0,0.0,1098.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hema Malini,Elected,18-May-14,In office,Mathura,Uttar Pradesh,Bharatiya Janata Party,Female,Matric,"Matric Educated at Andhra Mahila Sabha, Chennai",70,17.0,0.0,210.0,0.39, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hemendra Chandra Singh,Elected,18-May-14,05-09-2014,Kandhamal,Odisha,Biju Janata Dal,Male,Graduate,B.Com.,51,0.0,0.0,0.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hukamdeo Narayan Yadav,Elected,18-May-14,In office,Madhubani,Bihar,Bharatiya Janata Party,Male,Graduate,"Graduate, Amanat (Land surveying); Educated at Chandradhari Mithila College, Darbhanga, Bihar",79,38.0,0.0,31.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Hukum Singh,Elected,18-May-14,03-02-2018,Kairana,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.",81,57.0,0.0,202.0,0.95, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Idris Ali,Elected,18-May-14,In office,Basirhat,West Bengal,All India Trinamool Congress,Male,Professional Graduate,"B.Sc., LLB",68,25.0,0.0,17.0,0.7, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Inderjit Singh Rao,Elected,18-May-14,In office,Gurgaon,Haryana,Bharatiya Janata Party,Male,Professional Graduate,"B.A. (Hons), LL.B., Educated at University of Delhi, Delhi",69,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Innocent,Elected,18-May-14,In office,Chalakudy,Kerala,Independent,Male,Under Matric,Under Matric,71,42.0,0.0,218.0,0.69, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
J. Jayavardhan,Elected,18-May-14,In office,Chennai South,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"M.B.B.S., M.D. (General Medicine)",31,65.0,0.0,817.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
J. Jeyasingh Thiyagaraj Natterjee,Elected,18-May-14,In office,Thoothukkudi,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., B.L.",65,22.0,0.0,303.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
J.C. Divakar Reddy,Elected,18-May-14,In office,Anantapur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,B.Sc.,75,4.0,1.0,336.0,0.74, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jadhav Prataprao Ganpatrao,Elected,18-May-14,In office,Buldhana,Maharashtra,Shiv Sena,Male,Under Graduate,"B.A. - II; Educated at Shri Shivaji College, Chikhil, Buldana",58,51.0,0.0,492.0,0.7, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jagdambika Pal,Elected,18-May-14,In office,Domariyaganj,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science, Modern History & Ancient History) & LL.B.; Educated at Awadh University, L.L.B., Gorakhpur University",68,192.0,17.0,381.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jai Prakash Narayan Yadav,Elected,18-May-14,In office,Banka,Bihar,Rashtriya Janata Dal,Male,Post Graduate,"M.A., LL.B. Educated at Patna University, Patna (Bihar)",64,208.0,2.0,166.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Janak Ram,Elected,18-May-14,In office,Gopalganj,Bihar,Bharatiya Janata Party,Male,Post Graduate,M.A.,45,22.0,0.0,165.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Janardan Mishra,Elected,18-May-14,In office,Rewa,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B",62,38.0,0.0,147.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Janardan Singh Sigriwal,Elected,18-May-14,In office,Maharajganj,Bihar,Bharatiya Janata Party,Male,Post Graduate,M.A.,60,76.0,10.0,422.0,0.96, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jasvantsinh Sumanbhai Bhabhor,Elected,18-May-14,In office,Dahod,Gujarat,Bharatiya Janata Party,Male,Graduate,Information not available,50,11.0,0.0,138.0,0.9,"This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Jayadev Galla,Elected,18-May-14,In office,Guntur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,Graduate,53,120.0,6.0,496.0,0.85, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jayant Sinha,Elected,18-May-14,In office,Hazaribagh,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"Bachelor of Technology (IIT, Delhi), M.Sc. (University of Pennsylvania), M.B.A. (Harvard Business School)",55,2.0,0.0,9.0,0.97,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Jayshreeben Kanubhai Patel,Elected,18-May-14,In office,Mehesana,Gujarat,Bharatiya Janata Party,Female,Matric,SSC,59,132.0,6.0,397.0,0.98, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jhina Hikaka,Elected,18-May-14,In office,Koraput,Odisha,Biju Janata Dal,Male,Post Graduate,"M.A., L.L.B.",43,7.0,0.0,17.0,0.64, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jitendra Choudhury,Elected,18-May-14,In office,Tripura East,Tripura,Communist Party of India (Marxist),Male,Inter/ Higher Secondary,Inter/Higher Secondary,60,120.0,0.0,307.0,0.83, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jitendra Singh,Elected,18-May-14,In office,Udhampur,Jammu and Kashmir,Bharatiya Janata Party,Male,Professional Graduate,MBBS,62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Joice George,Elected,18-May-14,In office,Idukki,Kerala,Independent,Male,Post Graduate,"MSW, LL.B.",48,290.0,9.0,545.0,0.87, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jose K. Mani,Elected,18-May-14,01-07-2018,Kottayam,Kerala,Kerala Congress (M),Male,Post Graduate,"B.Com., M.B.A. (Marketing); Educated at Loyola College, Chennai and P.S.G. College of Technology, Coimbatore",53,109.0,0.0,373.0,0.77, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jual @ Juel Oram,Elected,18-May-14,In office,Sundargarh,Odisha,Bharatiya Janata Party,Male,others,"Diploma in Electrical Engineering Educated at U.G.I.E., Rourkela (Orissa)",58,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Jugal Kishore,Elected,18-May-14,In office,Jammu,Jammu and Kashmir,Bharatiya Janata Party,Male,Matric,Matriculation,56,92.0,1.0,292.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jyoti Dhurve,Elected,18-May-14,In office,Betul,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A. (Political Science), Educated at Durga Mahavidhyala Raipur, Chattisgarh",52,64.0,0.0,230.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Jyotiraditya Madhavrao Scindia,Elected,18-May-14,In office,Guna,Madhya Pradesh,Indian National Congress,Male,Post Graduate,"M.A., M.B.A.; Educated at Doon School, Dehradun, Harvard University (U.S.A.) and Stanford University, California (USA) ",48,48.0,1.0,856.0,0.75, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. Ashok Kumar,Elected,18-May-14,In office,Krisnagiri,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Matric,Matric,65,96.0,0.0,435.0,0.89, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. C. Venugopal,Elected,18-May-14,In office,Alappuzha,Kerala,Indian National Congress,Male,Post Graduate,M.Sc. (Mathematics); Educated at Calicut University,56,135.0,0.0,353.0,0.83, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. Gopal,Elected,18-May-14,In office,Nagapattinam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"M.B.B.S.,",59,40.0,0.0,337.0,0.78, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. Kamaraj,Elected,18-May-14,In office,Kallakurichi,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Post Graduate,M.S. (General Surgery),53,53.0,0.0,213.0,0.87, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. Maragatham,Elected,18-May-14,In office,Kancheepuram,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Female,Graduate,B. Com.,36,45.0,0.0,529.0,0.83, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K. Parasuraman,Elected,18-May-14,In office,Thanjavur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,B.Sc.,58,80.0,0.0,587.0,0.69, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K.C. Patel,Elected,18-May-14,In office,Valsad,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,M.B.B.S.,69,1.0,0.0,0.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K.H. Muniyappa,Elected,18-May-14,In office,Kolar,Karnataka,Indian National Congress,Male,Professional Graduate,"B.A., LL.B.; Educated at Bangalore University (Karnataka) ",71,23.0,0.0,0.0,0.78, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K.N. Ramachandran,Elected,18-May-14,In office,Sriperumbudur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,M.A.,63,26.0,0.0,461.0,0.72, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K.R.P. Prabakaran,Elected,18-May-14,In office,Tirunelveli,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.A., B.L.",38,13.0,0.0,141.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
K.V. Thomas,Elected,18-May-14,In office,Ernakulam,Kerala,Indian National Congress,Male,Post Graduate,"M.Sc. (Chemistry); Educated at Scared Heart College, Cochin, Kerala",72,42.0,0.0,290.0,0.73, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kadiyam Srihari,Elected,18-May-14,11-06-2015,Warangal,Telangana,Telangana Rashtra Samithi,Male,Post Graduate,M.Sc.,68,5.0,0.0,0.0,0.48, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kakoli Ghosh Dastidar,Elected,18-May-14,In office,Barasat,West Bengal,All India Trinamool Congress,Female,Professional Post Graduate,"M.B.B.S., Post Graduate Training in Obstetric Ultrasound; Educated at Auxilium Convent, Loreto House, R. G. Kar Medical College, King's College, London",59,17.0,2.0,10.0,0.6, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kalikesh Narayan Singh Deo,Elected,18-May-14,In office,Bolangir,Odisha,Biju Janata Dal,Male,Graduate,"B.A. (Hons.) Economics; Educated at St. Stepen`s College, Delhi University",44,23.0,5.0,429.0,0.78, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kalraj Mishra,Elected,18-May-14,In office,Deoria,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. Educated at Kashi Vidyapith, Varanasi",77,1.0,0.0,0.0,0.95,"This MP was a minister till 2 Sep 2017. Ministers represent the government in debates, so we do not report their participation.  Participation and attendance details for this MP are thus available only from 3 Sep 2017 onwards. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Kalvakuntla Kavitha,Elected,18-May-14,In office,Nizamabad,Telangana,Telangana Rashtra Samithi,Female,Professional Graduate,B.Tech.,41,41.0,3.0,284.0,0.56, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kalyan Banerjee,Elected,18-May-14,In office,Serampore,West Bengal,All India Trinamool Congress,Male,Professional Graduate,"B.Com., LL.B; Educated at Bankura Samilani College, Bankura",62,58.0,0.0,82.0,0.75, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kamakhya Prasad Tasa,Elected,18-May-14,In office,Jorhat,Assam,Bharatiya Janata Party,Male,Post Graduate,M.A.,43,42.0,0.0,110.0,0.74, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kamal Nath,Elected,18-May-14,In office,Chhindwara,Madhya Pradesh,Indian National Congress,Male,Graduate,"B.Com.; Educated at St. Xavier's College, Calcutta, West Bengal",72,0.0,0.0,262.0,0.57, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kamalbhan Singh Marabi,Elected,18-May-14,In office,Surguja,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate,M.A.,55,8.0,0.0,33.0,0.73, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kambhampati Hari Babu,Elected,18-May-14,In office,Visakhapatnam,Andhra Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.E., Ph.D.",65,12.0,0.0,327.0,0.96, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kamla Devi Patle,Elected,18-May-14,In office,Janjgir-Champa,Chhattisgarh,Bharatiya Janata Party,Female,Under Graduate,Under Graduate,52,34.0,0.0,632.0,0.8, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kamlesh Paswan,Elected,18-May-14,In office,Bansgaon,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",42,13.0,0.0,40.0,0.74, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kantilal Bhuria,Elected,27-Nov-15,In office,Ratlam,Madhya Pradesh,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh",68,9.0,0.0,28.0,0.67, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kanwar Singh Tanwar,Elected,18-May-14,In office,Amroha,Uttar Pradesh,Bharatiya Janata Party,Male,Matric,10th Pass,58,23.0,0.0,352.0,0.9, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kapil Krishna Thakur,Elected,18-May-14,13-10-2014,Bongaon,West Bengal,All India Trinamool Congress,Male,Graduate,Graduate,78,0.0,0.0,0.0,0.48, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kapil Moreshwar Patil,Elected,18-May-14,In office,Bhiwandi,Maharashtra,Bharatiya Janata Party,Male,Graduate,Graduate,58,54.0,0.0,463.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Karadi Sanganna Amarappa,Elected,18-May-14,In office,Koppal,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,S.L.C.,68,35.0,0.0,148.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Karan Singh Yadav,Elected,05-Feb-18,In office,Alwar,Rajasthan,Indian National Congress,Male,Professional Graduate,"M.B,B.S., M.S., M.Ch.M.N.A.M.S., British Commonwealth Fellowship in C.T. Surgery; Educated at S.P. Medical College Bikaner, Christian Medical College, Vellore and National Board of Examination and Southampton General Hospital, U.K.",74,16.0,0.0,21.0,0.9, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kariya Munda,Elected,18-May-14,In office,Khunti,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at Ranchi University, Ranchi, Jharkhand",82,2.0,0.0,0.0,0.96, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
